id,Minorista,Minorista_ID,Fecha_Venta,Region,Estado,Ciudad,Producto,Precio_por_Unidad,Unidades_Vendidas,Total_Ventas,Ganancia_Operativa,Metodo_Venta
2847,Nike Store,1185732,2025-05-13,Andina,Boyacá,Tunja,Ropa de hombre,471400.0,143,1124695,285839.48,Online
2848,Nike Store,1185732,2025-01-14,Andina,Santander,Bucaramanga,Calzado deportivo para hombre,325700.0,143,777062,142938.41,Online
2849,Plaza Sport,1185732,2024-06-09,Andina,Santander,Bucaramanga,Calzado urbano para mujer,120000.0,143,286286,65070.2,Online
2850,Plaza Sport,1128299,2025-05-21,Pacífica,Chocó,Quibdó,Calzado deportivo para mujer,574300.0,143,1370083,294037.3,Online
2851,Plaza Sport,1197831,2024-06-03,Caribe,Bolívar,Cartagena,Ropa de mujer,291400.0,143,695266,167691.99,Online
2852,Plaza Sport,1197831,2024-10-31,Amazonía,Caquetá,Florencia,Calzado deportivo para mujer,411400.0,143,981552,188573.15,NULL
2853,Nike Store,,2024-07-22,Amazonía,Caquetá,Florencia,Calzado urbano para hombre,248600.0,143,593021,116833.01,Online
2854,Falabella,1128299,2025-01-22,Orinoquía,Arauca,Arauca,Calzado deportivo para mujer,471400.0,143,1124695,290974.79,Online
2855,Falabella,1128299,2025-02-23,Orinoquía,Arauca,Arauca,Calzado urbano para mujer,394300.0,143,940654,209325.78,Online
2856,Decathlon,1128299,2024-12-08,Andina,Cundinamarca,Soacha,Ropa de mujer,574300.0,143,1370083,255544.7,Online
2857,Mercado Libre,1185732,2024-07-10,Caribe,Córdoba,Montería,Calzado deportivo para hombre,282900.0,143,674817,151828.34,Online
2858,Mercado Libre,1185732,2024-07-10,Andina,Risaralda,Pereira,Ropa de mujer,248600.0,143,593021,115880.07,Online
2859,Mercado Libre,1185732,2024-10-05,Andina,Risaralda,Pereira,Calzado urbano para mujer,334300.0,143,797511,121266.41,Online
2860,Mercado Libre,1185732,2024-10-05,Andina,Risaralda,Pereira,Ropa de mujer,454300.0,143,1083797,264513.07,Online
2861,Nike Store,1185732,2024-11-14,Caribe,Magdalena,Santa Marta,Calzado urbano para mujer,351400.0,143,838409,145999.68,Online
2862,Éxito,1197831,2025-01-16,Pacífica,Nariño,Pasto,Ropa de mujer,428600.0,NaN,NaN,213191.55,Online
2863,Plaza Sport,1197831,2025-04-18,Pacífica,Nariño,Pasto,Calzado urbano para hombre,205700.0,143,490776,73682.93,Online
2864,Falabella,1197831,2024-10-08,Andina,Quindío,Armenia,Calzado urbano para hombre,308600.0,143,736164,143659.73,Online
2865,Plaza Sport,1185732,2025-01-31,Andina,Caldas,Manizales,Calzado urbano para hombre,282900.0,143,674817,104816.03,Online
2866,Plaza Sport,1185732,2024-09-13,Andina,Norte de Santander,Cúcuta,Calzado urbano para hombre,231400.0,143,552123,83473.56,Online
2867,Decathlon,1185732,2024-11-29,Caribe,San Andrés,San Andrés,Ropa de mujer,480000.0,143,1145144,286237.03,Online
2868,Nike Store,1185732,2025-01-03,Caribe,Sucre,Corozal,Calzado urbano para hombre,394300.0,143,940654,193987.9,Online
2869,Decathlon,1197831,2025-01-15,Andina,Antioquia,Medellín,Calzado urbano para mujer,231400.0,143,552123,133205.99,Outlet
2870,Nike Store,1185732,2025-05-25,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para hombre,454300.0,143,1083797,235863.83,Outlet
2871,Decathlon,1197831,2024-08-17,Andina,Tolima,Espinal,Ropa de mujer,240000.0,143,572572,122732.11,Outlet
2872,Decathlon,1197831,2024-09-21,Andina,Tolima,Espinal,Ropa de hombre,300000.0,143,715715,113712.37,Outlet
2873,Nike Store,1128299,2025-04-22,Andina,Cundinamarca,Facatativá,Calzado urbano para mujer,282900.0,143,674817,149364.13,Outlet
2874,Plaza Sport,1128299,2024-08-19,Pacífica,Chocó,Quibdó,Calzado urbano para hombre,240000.0,143,572572,85921.77,Outlet
2875,Plaza Sport,1128299,2025-01-13,Caribe,Bolívar,Cartagena,Calzado deportivo para mujer,471400.0,143,1124695,175782.53,Outlet
2876,Nike Store,1128299,2024-11-19,Andina,Santander,Floridablanca,Calzado deportivo para hombre,308600.0,143,736164,133451.15,Outlet
2877,Nike Store,1128299,2025-05-10,Andina,Cundinamarca,Soacha,Calzado deportivo para mujer,342900.0,143,817960,145200.13,Outlet
2878,Éxito,1185732,2024-12-12,Caribe,Magdalena,Santa Marta,Calzado deportivo para mujer,282900.0,143,674817,130737.32,Outlet
2879,Decathlon,1185732,2025-05-14,Caribe,Magdalena,Santa Marta,Calzado deportivo para mujer,351400.0,143,838409,147679.37,Outlet
2880,Plaza Sport,1197831,2024-11-17,Andina,Huila,Neiva,Ropa de mujer,342900.0,143,817960,212260.34,Outlet
2881,Decathlon,1197831,2025-02-22,Andina,Antioquia,Medellín,Ropa de hombre,454300.0,NaN,NaN,191371.82,Online
2882,Decathlon,1197831,2024-09-02,Andina,Tolima,Espinal,Calzado deportivo para mujer,231400.0,142,544428,101729.85,Online
2883,Nike Store,1128299,2025-01-06,Caribe,San Andrés,Providencia,Calzado deportivo para mujer,574300.0,142,1350988,333786.89,Online
2884,Decathlon,1128299,2025-05-07,Caribe,San Andrés,Providencia,Ropa de mujer,762900.0,142,1794596,349541.55,Online
2885,Nike Store,1128299,2024-11-20,Andina,Cundinamarca,Facatativá,Calzado deportivo para mujer,617100.0,142,1451808,279714.53,Online
2886,Nike Store,1128299,2025-03-22,Andina,Cundinamarca,Facatativá,Calzado deportivo para hombre,437100.0,142,1028364,235503.77,Online
2887,Decathlon,1185732,2025-01-12,Andina,Boyacá,Tunja,Calzado deportivo para mujer,291400.0,142,685576,135087.19,Online
2888,Nike Store,1185732,2024-11-14,Andina,Santander,Bucaramanga,Ropa de mujer,360000.0,142,846888,218653.72,Online
2889,Plaza Sport,1128299,2025-03-22,Pacífica,Chocó,Quibdó,Calzado deportivo para hombre,428600.0,142,1008200,221601.3,Online
2890,Plaza Sport,1128299,2024-09-13,Caribe,Bolívar,Cartagena,Calzado urbano para hombre,411400.0,142,967872,168835.58,Online
2891,Decathlon,1197831,2025-03-02,Amazonía,Caquetá,Florencia,Ropa de mujer,360000.0,142,846888,146344.87,Online
2892,Nike Store,1197831,2025-05-02,Amazonía,Caquetá,Florencia,Calzado deportivo para mujer,505700.0,142,1189676,226865.9,Online
2893,Nike Store,1128299,2024-12-18,Andina,Santander,Floridablanca,Calzado deportivo para hombre,428600.0,142,1008200,176503.94,Online
2894,Falabella,1128299,2025-01-22,Orinoquía,Arauca,Arauca,Calzado urbano para mujer,497100.0,142,1169512,179233.89,Online
2895,Decathlon,1128299,2024-09-09,Andina,Cundinamarca,Soacha,Calzado urbano para hombre,385700.0,142,907380,182448.06,Online
2896,Decathlon,1128299,2024-11-09,Andina,Cundinamarca,Soacha,Calzado urbano para mujer,445700.0,142,1048528,184111.62,Online
2897,Decathlon,1128299,2025-03-11,Andina,Cundinamarca,Soacha,Calzado deportivo para hombre,402900.0,142,947708,222463.99,Online
2898,Decathlon,1185732,2024-07-03,Caribe,Córdoba,Montería,Calzado deportivo para mujer,248600.0,142,584756,97609.3,Online
2899,Mercado Libre,,2024-11-07,Andina,Risaralda,Pereira,Calzado urbano para mujer,420000.0,142,988036,198001.21,Online
2900,Plaza Sport,1185732,2025-05-07,Andina,Risaralda,Pereira,Ropa de hombre,582900.0,142,1371152,330755.45,Online
2901,Mercado Libre,1185732,2024-11-18,Andina,Cundinamarca,Girardot,Calzado urbano para hombre,308600.0,142,725904,170533.82,Online
2902,Nike Store,1185732,2024-06-18,Andina,Cundinamarca,Girardot,Calzado deportivo para hombre,248600.0,142,584756,111663.37,Online
2903,Éxito,1185732,2024-12-12,Caribe,Magdalena,Santa Marta,Calzado urbano para mujer,411400.0,142,967872,203260.48,Online
2904,Plaza Sport,1197831,2024-12-15,Andina,Huila,Neiva,Ropa de mujer,522900.0,142,1230004,267115.56,Online
2905,Nike Store,1185732,2025-02-09,Caribe,Atlántico,Puerto Colombia,Calzado urbano para hombre,428600.0,142,1008200,197414.91,Online
2906,Decathlon,1185732,2024-09-29,Caribe,San Andrés,San Andrés,Calzado urbano para hombre,462900.0,142,1088856,193323.27,Online
2907,Mercado Libre,,2024-08-06,Andina,Boyacá,Duitama,Calzado urbano para hombre,377100.0,142,887216,133355.54,Online
2908,Plaza Sport,1185732,2024-07-29,Andina,Caldas,Manizales,Calzado urbano para hombre,162900.0,141,377739,67576.72,Online
2909,Plaza Sport,,2024-04-09,Pacífica,Valle del Cauca,Cali,Ropa de hombre,428600.0,140,980000,179894.63,Online
2910,Decathlon,1197831,2025-01-18,Andina,Antioquia,Medellín,Ropa de mujer,274300.0,140,627200,144968.52,Online
2911,Plaza Sport,1128299,2023-09-27,Andina,Cundinamarca,Cajicá,Ropa de hombre,634300.0,140,1450400,340818.36,Online
2912,Decathlon,1197831,2024-10-15,Andina,Tolima,Espinal,Ropa de hombre,428600.0,140,980000,217073.43,Online
2913,Mercado Libre,1185732,2025-03-16,Caribe,Guajira,Maicao,Calzado urbano para hombre,325700.0,140,744800,188114.55,Online
2914,Éxito,1128299,2025-04-08,Caribe,San Andrés,Providencia,Ropa de mujer,702900.0,140,1607200,366991.73,Online
2915,Éxito,1128299,2025-02-14,Caribe,Atlántico,Barranquilla,Calzado urbano para hombre,497100.0,140,1136800,266010.95,Online
2916,Falabella,1185732,2024-09-07,Amazonía,Amazonas,Leticia,Calzado deportivo para hombre,334300.0,140,764400,171968.62,Online
2917,Falabella,1185732,2024-11-08,Amazonía,Amazonas,Leticia,Calzado deportivo para mujer,325700.0,140,744800,121298.74,Online
2918,Falabella,1185732,2025-01-07,Amazonía,Amazonas,Leticia,Ropa de hombre,402900.0,140,921200,192888.22,Online
2919,Plaza Sport,1128299,2024-07-16,Pacífica,Chocó,Quibdó,Calzado urbano para hombre,282900.0,140,646800,121829.65,Online
2920,Falabella,1128299,2024-12-21,Orinoquía,Arauca,Arauca,Ropa de mujer,591400.0,140,1352400,221284.6,Online
2921,Falabella,1128299,2025-04-24,Orinoquía,Arauca,Arauca,Ropa de mujer,617100.0,140,1411200,300649.95,Online
2922,Decathlon,1185732,2024-08-30,Caribe,Córdoba,Montería,Calzado deportivo para mujer,205700.0,140,470400,96129.58,Online
2923,Mercado Libre,,2024-11-07,Andina,Risaralda,Pereira,Calzado deportivo para mujer,420000.0,140,960400,223435.78,Online
2924,Mercado Libre,1185732,2025-04-08,Andina,Risaralda,Pereira,Calzado deportivo para hombre,205700.0,140,470400,84752.94,Online
2925,Nike Store,1185732,2024-10-12,Caribe,Magdalena,Santa Marta,Ropa de mujer,402900.0,140,921200,150076.65,Online
2926,Plaza Sport,1197831,2025-05-17,Pacífica,Nariño,Pasto,Calzado deportivo para hombre,462900.0,140,1058400,247724.14,Online
2927,Falabella,1197831,2024-12-08,Andina,Quindío,Armenia,Ropa de mujer,514300.0,140,1176000,237003.59,Online
2928,Decathlon,1185732,2025-05-09,Amazonía,Guaviare,San José del Guaviare,Calzado urbano para hombre,497100.0,140,1136800,176775.13,Online
2929,Plaza Sport,1185732,2024-07-02,Orinoquía,Casanare,Yopal,Calzado urbano para hombre,248600.0,140,568400,138070.63,Online
2930,Plaza Sport,1185732,2024-06-08,Andina,Caldas,Manizales,Calzado urbano para hombre,274300.0,140,627200,99127.65,Online
2931,Decathlon,1185732,2024-07-14,Caribe,Sucre,,Calzado urbano para hombre,308600.0,140,705600,170406.97,Online
2932,Falabella,1189833,2024-08-13,Andina,Antioquia,Bello,Ropa de hombre,342900.0,140,784000,198656.73,Outlet
2933,Falabella,1189833,2024-09-13,Andina,Antioquia,Bello,Ropa de hombre,325700.0,140,744800,128421.4,Outlet
2934,Decathlon,1197831,2025-01-22,Andina,Antioquia,Medellín,Calzado deportivo para mujer,222900.0,140,509600,87627.73,Outlet
2935,Nike Store,1185732,2025-04-07,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para hombre,300000.0,140,686000,132053.44,Outlet
2936,Plaza Sport,1128299,2023-06-02,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,308600.0,140,705600,131683.87,Outlet
2937,Plaza Sport,1128299,2023-06-08,Caribe,Atlántico,Sabanalarga,Calzado urbano para mujer,265700.0,140,607600,124947.38,Outlet
2938,Plaza Sport,1128299,2023-06-11,Caribe,Atlántico,Sabanalarga,Ropa de mujer,265700.0,140,607600,126577.55,Outlet
2939,Plaza Sport,1128299,2023-06-29,Caribe,Atlántico,Sabanalarga,Ropa de mujer,462900.0,140,1058400,174314.79,Outlet
2940,Plaza Sport,1128299,2023-07-09,Caribe,Atlántico,Sabanalarga,Calzado deportivo para mujer,394300.0,140,901600,142913.67,Outlet
2941,Plaza Sport,1128299,2023-07-23,Caribe,Atlántico,Sabanalarga,Ropa de mujer,462900.0,140,1058400,273560.7,Outlet
2942,Plaza Sport,1128299,2023-08-02,Caribe,Atlántico,Sabanalarga,Calzado urbano para mujer,377100.0,140,862400,195590.47,Outlet
2943,Decathlon,1197831,2024-08-14,Andina,Tolima,Espinal,Calzado urbano para mujer,197100.0,140,450800,94032.58,Outlet
2944,Decathlon,,2024-10-09,Andina,Tolima,Espinal,Ropa de hombre,368600.0,140,842800,179144.54,Outlet
2945,Nike Store,1185732,2024-10-17,Andina,Tolima,Espinal,Calzado urbano para hombre,231400.0,140,529200,93680.3,Outlet
2946,Decathlon,1197831,2025-02-11,Andina,Tolima,Ibagué,Calzado deportivo para mujer,317100.0,140,725200,150432.65,Outlet
2947,Decathlon,,2025-02-12,Andina,Tolima,Ibagué,Ropa de hombre,360000.0,140,823200,202600.19,Outlet
2948,Mercado Libre,,2025-03-10,Andina,Tolima,Ibagué,Calzado urbano para hombre,231400.0,140,529200,126085.39,Outlet
2949,Éxito,1128299,2025-03-15,Caribe,Atlántico,Barranquilla,Calzado urbano para hombre,334300.0,140,764400,147486.46,Outlet
2950,Éxito,1128299,2025-03-15,Caribe,Atlántico,Barranquilla,Ropa de mujer,454300.0,140,1038800,218096.72,Outlet
2951,Decathlon,1185732,2024-06-17,Andina,Cundinamarca,Facatativá,Ropa de hombre,257100.0,140,588000,124021.51,Outlet
2952,Plaza Sport,1185732,2024-08-06,Andina,Tolima,Honda,Calzado urbano para mujer,137100.0,140,313600,51666.47,Outlet
2953,Plaza Sport,1185732,2024-08-06,Andina,Tolima,Honda,Ropa de mujer,180000.0,140,411600,62152.04,Outlet
2954,Plaza Sport,1185732,2024-12-06,Andina,Tolima,Honda,Ropa de hombre,240000.0,140,548800,121145.98,Outlet
2955,Plaza Sport,1185732,2025-03-09,Andina,Tolima,Honda,Ropa de mujer,214300.0,140,490000,83658.7,Outlet
2956,Plaza Sport,1128299,2024-11-20,Pacífica,Chocó,Quibdó,Ropa de hombre,574300.0,140,1313200,198843.44,Outlet
2957,Plaza Sport,1128299,2024-06-15,Pacífica,Chocó,Quibdó,Ropa de mujer,291400.0,140,666400,136544.66,Outlet
2958,Plaza Sport,1128299,2025-03-15,Caribe,Bolívar,Cartagena,Ropa de mujer,377100.0,140,862400,172685.01,Outlet
2959,Decathlon,1197831,2025-02-01,Amazonía,Caquetá,Florencia,Ropa de hombre,360000.0,140,823200,194680.01,Outlet
2960,Nike Store,1128299,2024-06-21,Amazonía,Caquetá,Florencia,Calzado deportivo para hombre,257100.0,140,588000,124506.42,Outlet
2961,Nike Store,1128299,2024-06-21,Amazonía,Caquetá,Florencia,Ropa de mujer,231400.0,140,529200,105444.58,Outlet
2962,Nike Store,,2025-04-21,Andina,Santander,Floridablanca,Ropa de mujer,334300.0,140,764400,161309.13,Outlet
2963,Falabella,1128299,2024-07-25,Orinoquía,Arauca,Arauca,Ropa de mujer,300000.0,140,686000,135400.8,Outlet
2964,Falabella,,2024-09-22,Orinoquía,Arauca,Arauca,Calzado urbano para mujer,377100.0,140,862400,175761.36,Outlet
2965,Decathlon,1128299,2024-06-11,Orinoquía,Arauca,Arauca,Calzado deportivo para hombre,231400.0,140,529200,88319.68,Outlet
2966,Decathlon,1128299,2024-06-11,Orinoquía,Arauca,Arauca,Calzado urbano para mujer,274300.0,140,627200,114808.53,Outlet
2967,Decathlon,1128299,2024-06-11,Orinoquía,Arauca,Arauca,Ropa de mujer,240000.0,140,548800,84827.01,Outlet
2968,Decathlon,1128299,2025-01-09,Andina,Cundinamarca,Soacha,Ropa de hombre,437100.0,140,999600,183619.39,Outlet
2969,Decathlon,1128299,2025-04-11,Andina,Cundinamarca,Soacha,Calzado deportivo para mujer,317100.0,140,725200,141239.85,Outlet
2970,Nike Store,1185732,2024-10-12,Caribe,Magdalena,Santa Marta,Calzado deportivo para hombre,240000.0,140,548800,89301.12,Outlet
2971,Decathlon,1197831,2024-06-21,Caribe,Magdalena,Santa Marta,Calzado urbano para mujer,94300.0,140,215600,40818.23,NULL
2972,Éxito,1197831,2024-12-15,Pacífica,Nariño,Pasto,Calzado urbano para mujer,274300.0,140,627200,124472.47,Outlet
2973,Éxito,1197831,2025-02-15,Pacífica,Nariño,Pasto,Ropa de mujer,188600.0,140,431200,70852.73,Outlet
2974,Plaza Sport,1197831,2025-01-16,Andina,Huila,Neiva,Calzado deportivo para hombre,317100.0,140,725200,135035.14,Outlet
2975,Decathlon,1185732,2024-06-15,Caribe,Sucre,Corozal,Calzado urbano para hombre,240000.0,140,548800,97727.2,Outlet
2976,Plaza Sport,1185732,2025-04-09,Andina,Boyacá,Duitama,Calzado urbano para hombre,462900.0,140,1058400,192374.45,Outlet
2977,Mercado Libre,1185732,2024-10-13,Andina,Caldas,Chinchiná,Ropa de mujer,394300.0,140,901600,202477.19,Outlet
2978,Mercado Libre,,2024-11-15,Andina,Caldas,Chinchiná,Calzado deportivo para hombre,342900.0,140,784000,162756.83,Outlet
2979,Nike Store,1185732,2024-10-09,Amazonía,Guaviare,San José del Guaviare,Calzado urbano para hombre,497100.0,139,1120618,240107.86,Online
2980,Decathlon,1197831,2025-03-12,Andina,Antioquia,Medellín,Ropa de hombre,480000.0,138,1066464,201055.06,Online
2981,Plaza Sport,1128299,2023-07-16,Caribe,Atlántico,Sabanalarga,Ropa de hombre,582900.0,138,1294992,336482.08,Online
2982,Plaza Sport,1128299,2023-07-24,Caribe,Atlántico,Sabanalarga,Calzado urbano para hombre,480000.0,138,1066464,270446.55,Online
2983,Plaza Sport,1128299,2023-10-29,Pacífica,Nariño,Tumaco,Calzado urbano para hombre,308600.0,138,685584,156627.94,Online
2984,Plaza Sport,1128299,2023-12-17,Pacífica,Nariño,Tumaco,Calzado deportivo para hombre,548600.0,138,1218816,282180.64,Online
2985,Plaza Sport,1128299,2023-12-27,Pacífica,Nariño,Tumaco,Ropa de mujer,754300.0,138,1675872,355660.3,Online
2986,Plaza Sport,1128299,2023-12-30,Pacífica,Nariño,Tumaco,Calzado urbano para mujer,625700.0,138,1390212,301063.24,Online
2987,Plaza Sport,1128299,2023-12-31,Pacífica,Nariño,Tumaco,Calzado deportivo para mujer,651400.0,138,1447344,269385.57,Online
2988,Falabella,1189833,2024-05-31,Amazonía,Guainía,Inírida,Ropa de mujer,368600.0,138,818892,197306.06,Online
2989,Decathlon,1197831,2024-12-30,Andina,Tolima,Melgar,Calzado urbano para mujer,240000.0,138,533232,88698.52,Online
2990,Decathlon,1197831,2024-12-31,Andina,Tolima,Melgar,Calzado deportivo para mujer,282900.0,138,628452,112416.56,Online
2991,Decathlon,1197831,2025-01-02,Andina,Tolima,Ibagué,Ropa de mujer,274300.0,138,609408,149529.6,Online
2992,Mercado Libre,1185732,2025-05-15,Caribe,Guajira,Maicao,Calzado urbano para hombre,531400.0,138,1180728,248197.91,Online
2993,Éxito,1128299,2025-03-08,Caribe,San Andrés,Providencia,Calzado deportivo para hombre,522900.0,138,1161684,191598.58,Online
2994,Éxito,1128299,2024-09-13,Caribe,Atlántico,Barranquilla,Calzado urbano para hombre,531400.0,138,1180728,181874.89,Online
2995,Plaza Sport,1185732,2024-07-09,Caribe,Atlántico,Barranquilla,Calzado deportivo para hombre,360000.0,138,799848,188272.92,Online
2996,Plaza Sport,,2025-02-04,Andina,Cundinamarca,Chía,Calzado urbano para mujer,351400.0,138,780804,183348.92,Online
2997,Nike Store,1128299,2025-04-22,Andina,Cundinamarca,Facatativá,Calzado urbano para mujer,368600.0,138,818892,170285.13,Online
2998,Decathlon,1185732,2024-06-17,Andina,Cundinamarca,Facatativá,Ropa de mujer,282900.0,138,628452,116431.33,Online
2999,Decathlon,1185732,2024-07-16,Andina,Boyacá,Tunja,Ropa de mujer,282900.0,138,628452,95837.04,Online
3000,Decathlon,1185732,2024-11-13,Andina,Boyacá,Tunja,Calzado urbano para mujer,351400.0,138,780804,130147.81,Online
3001,Decathlon,1185732,2025-04-14,Andina,Boyacá,Tunja,Calzado deportivo para mujer,351400.0,138,780804,176407.66,Online
3002,Nike Store,1185732,2025-05-13,Andina,Boyacá,Tunja,Calzado deportivo para mujer,411400.0,138,914112,237304.29,Online
3003,Plaza Sport,1185732,2024-06-09,Andina,Santander,Bucaramanga,Ropa de mujer,205700.0,138,457056,114360.94,Online
3004,Plaza Sport,1185732,2024-12-06,Andina,Tolima,Honda,Calzado urbano para mujer,205700.0,138,457056,97013.72,Online
3005,Plaza Sport,1128299,2025-01-13,Caribe,Bolívar,Cartagena,Ropa de hombre,548600.0,138,1218816,195806.37,Online
3006,Plaza Sport,1197831,2024-09-01,Amazonía,Caquetá,Florencia,Calzado urbano para mujer,205700.0,138,457056,108089.69,Online
3007,Plaza Sport,,2024-09-01,Amazonía,Caquetá,Florencia,Ropa de mujer,240000.0,138,533232,117575.97,Online
