"id";"Minorista";"Minorista_ID";"Fecha_Venta";"Region";"Departamento";"Ciudad";"Producto";"Precio_por_Unidad";"Unidades_Vendidas";"Total_Ventas";"Ganancia_Operativa";"Metodo_Venta"
798;"Plaza Sport";1185732;"2024-11-28";"Andina";"Caldas";"Manizales";"Calzado urbano para mujer";342900.0;225;2025000.0;313345.57;"In-store"
799;"Plaza Sport";1185732;"2024-12-30";"Andina";"Caldas";"Manizales";"Calzado urbano para mujer";342900.0;225;2025000.0;484386.16;"In-store"
800;"Plaza Sport";1185732;"2025-03-01";"Andina";"Caldas";"Manizales";"Calzado deportivo para hombre";300000.0;225;1771875.0;446157.33;"In-store"
801;"Plaza Sport";1185732;"2025-04-01";"Andina";"Caldas";"Manizales";"Calzado deportivo para mujer";300000.0;225;1771875.0;303679.25;"In-store"
802;"Plaza Sport";1185732;"2024-08-05";"Orinoquía";"Meta";"Villavicencio";"Calzado deportivo para hombre";214300.0;225;1265625.0;217111.07;"In-store"
803;"Plaza Sport";1185732;"2024-10-07";"Orinoquía";"Meta";"Villavicencio";"Calzado urbano para mujer";300000.0;225;1771875.0;342958.49;"In-store"
804;"Plaza Sport";1185732;"2025-01-06";"Orinoquía";"Meta";"Villavicencio";"Calzado urbano para mujer";342900.0;225;2025000.0;391129.67;"In-store"
805;"Plaza Sport";1185732;"2025-02-07";"Orinoquía";"Meta";"Villavicencio";"Ropa de mujer";342900.0;225;2025000.0;476040.69;"In-store"
806;"Plaza Sport";1185732;"2024-08-12";"Andina";"Norte de Santander";"Cúcuta";"Ropa de hombre";342900.0;225;2025000.0;457564.44;"In-store"
807;"Plaza Sport";1185732;"2025-02-14";"Andina";"Norte de Santander";"Cúcuta";"Calzado deportivo para mujer";214300.0;225;1265625.0;208250.09;"In-store"
808;"Plaza Sport";1185732;"2025-02-14";"Andina";"Norte de Santander";"Cúcuta";"Ropa de hombre";300000.0;225;1771875.0;380675.21;"In-store"
809;"Nike Store";1185732;"2024-06-22";"Andina";"Norte de Santander";"Cúcuta";"Calzado deportivo para hombre";300000.0;225;1771875.0;373131.95;"In-store"
810;"Nike Store";1185732;"2024-06-22";"Andina";"Norte de Santander";"Cúcuta";"Calzado urbano para mujer";214300.0;225;1265625.0;327037.76;"In-store"
811;"Nike Store";1185732;"2024-06-22";"Andina";"Norte de Santander";"Cúcuta";"Ropa de mujer";300000.0;225;1771875.0;319368.49;"In-store"
812;"Plaza Sport";1185732;"2024-07-21";"Andina";"Cundinamarca";"Fusagasugá";"Ropa de mujer";300000.0;225;1771875.0;347315.12;"In-store"
813;"Nike Store";1185732;"2024-07-14";"Andina";"Cundinamarca";"Fusagasugá";"Calzado deportivo para hombre";342900.0;225;2025000.0;363180.14;"In-store"
814;"Nike Store";1185732;"2024-09-10";"Caribe";"Atlántico";"Puerto Colombia";"Calzado deportivo para hombre";342900.0;225;2025000.0;321356.02;"In-store"
815;"Nike Store";1185732;"2024-09-10";"Caribe";"Atlántico";"Puerto Colombia";"Calzado urbano para mujer";257100.0;225;1518750.0;327179.76;"In-store"
816;"Falabella";1185732;"2024-07-07";"Caribe";"Atlántico";"Puerto Colombia";"Calzado urbano para mujer";214300.0;225;1265625.0;292425.22;"In-store"
817;"Falabella";1185732;"2024-08-02";"Andina";"Cundinamarca";"Zipaquirá";"Calzado urbano para mujer";214300.0;225;1265625.0;315114.22;"In-store"
818;"Falabella";1185732;"2024-08-02";"Andina";"Cundinamarca";"Zipaquirá";"Ropa de mujer";300000.0;225;1771875.0;322019.85;"In-store"
819;"Decathlon";1185732;"2024-07-30";"Caribe";"San Andrés y Providencia";"San Andrés";"Calzado deportivo para hombre";342900.0;225;2025000.0;469315.17;"In-store"
820;"Nike Store";1185732;"2024-06-08";"Caribe";"San Andrés y Providencia";"San Andrés";"Calzado deportivo para hombre";300000.0;225;1771875.0;431600.6;"In-store"
821;"Nike Store";1185732;"2024-06-08";"Caribe";"San Andrés y Providencia";"San Andrés";"Calzado urbano para mujer";214300.0;225;1265625.0;193183.51;"In-store"
822;"Nike Store";1185732;"2024-06-08";"Caribe";"San Andrés y Providencia";"San Andrés";"Ropa de mujer";300000.0;225;1771875.0;376420.31;"In-store"
823;"Nike Store";1185732;"2024-07-07";"Caribe";"Sucre";"Corozal";"Ropa de mujer";300000.0;225;1771875.0;415137.04;"In-store"
824;"Nike Store";1185732;"2024-11-04";"Caribe";"Sucre";"Corozal";"Calzado urbano para mujer";342900.0;225;2025000.0;332377.73;"In-store"
825;"Mercado Libre";1185732;"2024-09-07";"Andina";"Boyacá";"Duitama";"Calzado urbano para mujer";300000.0;225;1771875.0;332772.71;"In-store"
826;"Éxito";1185732;"2023-10-03";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para mujer";462900.0;225;2733750.0;510198.95;"Online"
827;"Decathlon";1197831;"2023-12-17";"Andina";"Cundinamarca";"Bogotá D.C.";"Calzado deportivo para hombre";291400.0;225;1721250.0;378199.63;"Online"
828;"Decathlon";1197831;"2024-01-04";"Caribe";"Atlántico";"Soledad";"Calzado deportivo para hombre";325700.0;225;1923750.0;324594.35;"Online"
829;"Éxito";1197831;"2024-01-11";"Caribe";"Atlántico";"Soledad";"Calzado urbano para mujer";282900.0;225;1670625.0;425138.28;"Online"
830;"Éxito";1197831;"2024-02-01";"Caribe";"Atlántico";"Soledad";"Ropa de mujer";394300.0;225;2328750.0;410332.44;"Online"
831;"Plaza Sport";1128299;"2024-05-30";"Pacífica";"Valle del Cauca";"Cali";"Calzado deportivo para hombre";548600.0;225;3240000.0;607754.76;"Online"
832;"Plaza Sport";1128299;"2024-06-24";"Pacífica";"Valle del Cauca";"Cali";"Calzado urbano para mujer";445700.0;225;2632500.0;682566.55;"Online"
833;"Falabella";1189833;"2024-08-09";"Andina";"Antioquia";"Bello";"Calzado urbano para hombre";291400.0;225;1721250.0;436658.41;"Online"
834;"Falabella";1189833;"2024-09-16";"Andina";"Antioquia";"Bello";"Calzado deportivo para hombre";402900.0;225;2379375.0;548637.22;"Online"
835;"Falabella";1189833;"2024-10-21";"Andina";"Antioquia";"Bello";"Calzado urbano para hombre";420000.0;225;2480625.0;599918.23;"Online"
836;"Nike Store";1185732;"2024-01-16";"Caribe";"La Guajira";"Riohacha";"Calzado deportivo para hombre";360000.0;225;2126250.0;547438.45;"Online"
837;"Nike Store";1185732;"2024-01-20";"Caribe";"La Guajira";"Riohacha";"Ropa de mujer";360000.0;225;2126250.0;407832.9;"Online"
838;"Plaza Sport";1185732;"2024-02-09";"Caribe";"La Guajira";"Riohacha";"Calzado deportivo para hombre";488600.0;225;2885625.0;740574.75;"Online"
839;"Nike Store";1185732;"2024-02-18";"Caribe";"La Guajira";"Riohacha";"Ropa de hombre";445700.0;225;2632500.0;599652.35;"Online"
840;"Decathlon";1185732;"2024-02-22";"Caribe";"La Guajira";"Riohacha";"Calzado urbano para mujer";351400.0;225;2075625.0;454587.97;"Online"
841;"Decathlon";1197831;"2024-10-16";"Andina";"Tolima";"Espinal";"Ropa de mujer";522900.0;225;3088125.0;468463.48;"Online"
842;"Decathlon";1197831;"2025-02-08";"Andina";"Tolima";"Ibagué";"Calzado urbano para hombre";325700.0;225;1923750.0;329834.75;"Online"
843;"Decathlon";1197831;"2025-03-05";"Andina";"Tolima";"Ibagué";"Calzado deportivo para hombre";497100.0;225;2936250.0;740449.58;"Online"
844;"Éxito";1128299;"2024-12-12";"Caribe";"Atlántico";"Barranquilla";"Calzado deportivo para hombre";754300.0;225;4455000.0;697270.19;"Online"
845;"Nike Store";1128299;"2025-05-21";"Andina";"Cundinamarca";"Facatativá";"Calzado urbano para hombre";514300.0;225;3037500.0;625860.52;"Online"
846;"Nike Store";1128299;"2025-05-21";"Andina";"Cundinamarca";"Facatativá";"Calzado deportivo para hombre";634300.0;225;3746250.0;714338.18;"Online"
847;"Decathlon";1185732;"2024-12-11";"Andina";"Boyacá";"Tunja";"Calzado urbano para hombre";488600.0;225;2885625.0;534621.08;"Online"
848;"Decathlon";1185732;"2025-03-15";"Andina";"Boyacá";"Tunja";"Calzado urbano para hombre";420000.0;225;2480625.0;506815.83;"Online"
849;"Plaza Sport";1128299;"2024-11-20";"Pacífica";"Chocó";"Quibdó";"Calzado urbano para hombre";437100.0;225;2581875.0;531187.92;"Online"
850;"Nike Store";1185732;"2025-01-02";"Caribe";"Sucre";"Sincelejo";"Ropa de hombre";437100.0;225;2581875.0;402145.55;"Online"
851;"Nike Store";1185732;"2025-03-05";"Caribe";"Sucre";"Sincelejo";"Ropa de mujer";480000.0;225;2835000.0;656512.44;"Online"
852;"Nike Store";1185732;"2025-04-04";"Caribe";"Sucre";"Sincelejo";"Calzado deportivo para mujer";454300.0;225;2683125.0;565062.75;"Online"
853;"Decathlon";1185732;"2025-05-03";"Caribe";"Sucre";"Sincelejo";"Ropa de hombre";565700.0;225;3341250.0;695887.36;"Online"
854;"Mercado Libre";1185732;"2025-04-30";"Caribe";"Córdoba";"Montería";"Ropa de mujer";591400.0;225;3493125.0;906681.07;"Online"
855;"Mercado Libre";1185732;"2025-02-05";"Andina";"Risaralda";"Pereira";"Calzado urbano para hombre";428600.0;225;2531250.0;488514.18;"Online"
856;"Nike Store";1185732;"2024-07-17";"Andina";"Cundinamarca";"Girardot";"Calzado urbano para hombre";240000.0;225;1417500.0;363279.06;"Online"
857;"Plaza Sport";1128299;"2024-05-31";"Pacífica";"Valle del Cauca";"Cali";"Calzado urbano para mujer";394300.0;225;2328750.0;517978.88;"Outlet"
858;"Plaza Sport";1128299;"2024-06-03";"Pacífica";"Valle del Cauca";"Cali";"Ropa de mujer";497100.0;225;2936250.0;567561.62;"Outlet"
859;"Plaza Sport";1128299;"2024-06-26";"Pacífica";"Valle del Cauca";"Cali";"Ropa de hombre";368600.0;225;2176875.0;564224.28;"Outlet"
860;"Falabella";1189833;"2024-09-16";"Andina";"Antioquia";"Bello";"Calzado deportivo para hombre";300000.0;225;1771875.0;418279.36;"Outlet"
861;"Decathlon";1197831;"2025-03-08";"Andina";"Antioquia";"Medellín";"Calzado urbano para hombre";265700.0;225;1569375.0;396674.78;"Outlet"
862;"Decathlon";1197831;"2024-10-16";"Andina";"Tolima";"Espinal";"Ropa de mujer";420000.0;225;2480625.0;460405.76;"Outlet"
863;"Decathlon";1197831;"2025-01-27";"Andina";"Tolima";"Ibagué";"Calzado urbano para hombre";257100.0;225;1518750.0;364081.45;"Outlet"
864;"Decathlon";1197831;"2025-03-09";"Andina";"Tolima";"Ibagué";"Ropa de mujer";480000.0;225;2835000.0;458759.49;"Outlet"
865;"Nike Store";1128299;"2025-05-21";"Andina";"Cundinamarca";"Facatativá";"Calzado deportivo para hombre";462900.0;225;2733750.0;437198.81;"Outlet"
866;"Plaza Sport";1128299;"2025-05-21";"Pacífica";"Chocó";"Quibdó";"Calzado urbano para hombre";437100.0;225;2581875.0;423872.23;"Outlet"
867;"Falabella";1189833;"2024-10-09";"Andina";"Antioquia";"Bello";"Calzado urbano para hombre";420000.0;224;2458624.0;469798.89;"Online"
868;"Decathlon";1197831;"2025-02-05";"Andina";"Antioquia";"Medellín";"Ropa de mujer";368600.0;224;2157568.0;437756.4;"Online"
869;"Decathlon";1197831;"2025-02-06";"Andina";"Antioquia";"Medellín";"Calzado urbano para hombre";351400.0;224;2057216.0;372810.96;"Online"
870;"Decathlon";1185732;"2024-03-04";"Caribe";"La Guajira";"Riohacha";"Calzado deportivo para hombre";420000.0;224;2458624.0;632911.79;"Online"
871;"Decathlon";1185732;"2024-03-05";"Caribe";"La Guajira";"Riohacha";"Calzado urbano para mujer";394300.0;224;2308096.0;354206.68;"Online"
872;"Falabella";1185732;"2025-05-08";"Amazonía";"Amazonas";"Leticia";"Calzado urbano para hombre";445700.0;224;2609152.0;456700.63;"Online"
873;"Plaza Sport";1185732;"2024-12-06";"Andina";"Tolima";"Honda";"Calzado urbano para hombre";291400.0;224;1705984.0;264089.12;"Online"
874;"Decathlon";1185732;"2024-11-28";"Caribe";"Córdoba";"Montería";"Calzado deportivo para hombre";497100.0;224;2910208.0;607925.99;"Online"
875;"Decathlon";1197831;"2023-12-21";"Caribe";"Atlántico";"Soledad";"Ropa de mujer";214300.0;224;1254400.0;263507.78;"Outlet"
876;"Decathlon";1197831;"2023-12-30";"Caribe";"Atlántico";"Soledad";"Calzado urbano para mujer";197100.0;224;1154048.0;188861.03;"Outlet"
877;"Éxito";1197831;"2024-01-24";"Caribe";"Atlántico";"Soledad";"Calzado deportivo para mujer";240000.0;224;1404928.0;362547.68;"Outlet"
878;"Plaza Sport";1128299;"2024-06-07";"Pacífica";"Valle del Cauca";"Cali";"Calzado deportivo para mujer";351400.0;224;2057216.0;430613.6;"Outlet"
879;"Plaza Sport";1128299;"2024-07-03";"Pacífica";"Valle del Cauca";"Cali";"Ropa de mujer";394300.0;224;2308096.0;536471.27;"Outlet"
880;"Falabella";1189833;"2024-07-16";"Pacífica";"Valle del Cauca";"Cali";"Calzado urbano para hombre";222900.0;224;1304576.0;214205.22;"Outlet"
881;"Falabella";1189833;"2024-07-17";"Pacífica";"Valle del Cauca";"Cali";"Calzado deportivo para hombre";300000.0;224;1756160.0;340143.15;"Outlet"
882;"Falabella";1189833;"2024-09-25";"Andina";"Antioquia";"Bello";"Ropa de hombre";325700.0;224;1906688.0;411545.01;"Outlet"
883;"Falabella";1189833;"2024-09-26";"Andina";"Antioquia";"Bello";"Ropa de mujer";437100.0;224;2558976.0;609438.37;"Outlet"
884;"Falabella";1189833;"2024-10-24";"Andina";"Antioquia";"Bello";"Calzado deportivo para mujer";300000.0;224;1756160.0;304267.05;"Outlet"
885;"Decathlon";1197831;"2025-01-21";"Andina";"Tolima";"Ibagué";"Calzado urbano para hombre";60000.0;224;351232.0;77908.08;"Outlet"
886;"Éxito";1128299;"2024-11-13";"Caribe";"Atlántico";"Barranquilla";"Calzado deportivo para hombre";454300.0;224;2659328.0;583184.19;"Outlet"
887;"Nike Store";1128299;"2024-12-19";"Andina";"Cundinamarca";"Facatativá";"Calzado deportivo para hombre";514300.0;224;3010560.0;514946.38;"Outlet"
888;"Plaza Sport";1128299;"2024-11-13";"Caribe";"Bolívar";"Cartagena";"Calzado deportivo para hombre";471400.0;224;2759680.0;434210.29;"Outlet"
889;"Plaza Sport";1128299;"2025-04-15";"Caribe";"Bolívar";"Cartagena";"Calzado deportivo para hombre";300000.0;224;1756160.0;410175.65;"Outlet"
890;"Falabella";1128299;"2024-11-22";"Orinoquía";"Arauca";"Arauca";"Calzado urbano para hombre";317100.0;224;1856512.0;400630.22;"Outlet"
891;"Falabella";1128299;"2025-01-22";"Orinoquía";"Arauca";"Arauca";"Calzado urbano para hombre";342900.0;224;2007040.0;458196.23;"Outlet"
892;"Mercado Libre";1185732;"2024-12-13";"Andina";"Caldas";"Chinchiná";"Calzado urbano para hombre";420000.0;224;2458624.0;575516.66;"Outlet"
893;"Plaza Sport";1128299;"2024-04-05";"Pacífica";"Valle del Cauca";"Cali";"Calzado urbano para hombre";317100.0;223;1839973.0;414951.48;"Online"
894;"Decathlon";1197831;"2025-03-14";"Andina";"Antioquia";"Medellín";"Calzado urbano para hombre";505700.0;223;2934011.0;485167.19;"Online"
895;"Decathlon";1185732;"2024-02-25";"Caribe";"La Guajira";"Riohacha";"Ropa de mujer";471400.0;223;2735095.0;602369.86;"Online"
896;"Decathlon";1185732;"2024-03-02";"Caribe";"La Guajira";"Riohacha";"Ropa de mujer";505700.0;223;2934011.0;689807.27;"Online"
897;"Decathlon";1197831;"2024-09-16";"Andina";"Tolima";"Espinal";"Ropa de mujer";445700.0;223;2585908.0;658952.6;"Online"
898;"Éxito";1128299;"2024-11-13";"Caribe";"Atlántico";"Barranquilla";"Calzado urbano para hombre";522900.0;223;3033469.0;603055.21;"Online"
899;"Nike Store";1185732;"2025-02-01";"Caribe";"Sucre";"Sincelejo";"Calzado deportivo para hombre";411400.0;223;2386992.0;452404.74;"Online"
900;"Plaza Sport";1128299;"2024-07-01";"Pacífica";"Valle del Cauca";"Cali";"Calzado deportivo para mujer";360000.0;223;2088618.0;420323.03;"Outlet"
901;"Falabella";1189833;"2024-08-11";"Andina";"Antioquia";"Bello";"Calzado urbano para mujer";282900.0;223;1641057.0;291509.45;"Outlet"
902;"Falabella";1189833;"2024-09-30";"Andina";"Antioquia";"Bello";"Calzado deportivo para mujer";308600.0;223;1790244.0;437611.17;"Outlet"
903;"Falabella";1189833;"2024-10-17";"Andina";"Antioquia";"Bello";"Calzado urbano para mujer";300000.0;223;1740515.0;364299.23;"Outlet"
904;"Decathlon";1197831;"2024-10-06";"Andina";"Tolima";"Espinal";"Calzado deportivo para hombre";180000.0;223;1044309.0;170431.8;"Outlet"
905;"Nike Store";1197831;"2024-06-03";"Caribe";"Bolívar";"Cartagena";"Calzado urbano para hombre";120000.0;223;696206.0;179681.35;"Outlet"
906;"Decathlon";1197831;"2025-04-03";"Amazonía";"Caquetá";"Florencia";"Calzado deportivo para hombre";240000.0;223;1392412.0;293563.23;"Outlet"
907;"Nike Store";1197831;"2025-05-02";"Amazonía";"Caquetá";"Florencia";"Calzado urbano para mujer";402900.0;223;2337263.0;560695.85;"Outlet"
908;"Decathlon";1128299;"2025-05-10";"Andina";"Cundinamarca";"Soacha";"Calzado deportivo para hombre";334300.0;223;1939431.0;382026.9;"Outlet"
909;"Nike Store";1185732;"2024-08-12";"Caribe";"Magdalena";"Santa Marta";"Calzado urbano para hombre";171400.0;223;994580.0;223991.02;"Outlet"
910;"Nike Store";1185732;"2024-09-13";"Caribe";"Magdalena";"Santa Marta";"Calzado urbano para hombre";162900.0;223;944851.0;156015.49;"Outlet"
911;"Falabella";1189833;"2024-09-28";"Andina";"Antioquia";"Bello";"Calzado deportivo para hombre";437100.0;221;2490891.0;547931.13;"Online"
912;"Nike Store";1185732;"2024-01-04";"Pacífica";"Nariño";"Tumaco";"Calzado deportivo para hombre";351400.0;221;2002481.0;469590.56;"Online"
913;"Nike Store";1185732;"2024-01-14";"Caribe";"La Guajira";"Riohacha";"Ropa de mujer";351400.0;221;2002481.0;505826.8;"Online"
914;"Nike Store";1185732;"2024-12-12";"Caribe";"Magdalena";"Santa Marta";"Calzado urbano para hombre";497100.0;221;2832778.0;536774.89;"Online"
915;"Éxito";1197831;"2024-01-19";"Caribe";"Atlántico";"Soledad";"Ropa de hombre";248600.0;221;1416389.0;367744.69;"Outlet"
916;"Plaza Sport";1128299;"2024-07-02";"Pacífica";"Valle del Cauca";"Cali";"Ropa de hombre";428600.0;221;2442050.0;609817.88;"Outlet"
917;"Falabella";1189833;"2024-08-17";"Andina";"Antioquia";"Bello";"Calzado urbano para mujer";282900.0;221;1611753.0;337938.96;"Outlet"
918;"Falabella";1189833;"2024-09-10";"Andina";"Antioquia";"Bello";"Calzado deportivo para hombre";291400.0;221;1660594.0;430445.43;"Outlet"
919;"Falabella";1189833;"2024-10-18";"Andina";"Antioquia";"Bello";"Calzado deportivo para mujer";282900.0;221;1611753.0;301468.06;"Outlet"
920;"Decathlon";1197831;"2024-08-18";"Andina";"Tolima";"Espinal";"Calzado urbano para hombre";171400.0;221;976820.0;222307.39;"Outlet"
921;"Plaza Sport";1185732;"2024-06-10";"Caribe";"Atlántico";"Barranquilla";"Calzado deportivo para hombre";308600.0;221;1758276.0;363581.63;"Outlet"
922;"Plaza Sport";1185732;"2024-06-10";"Caribe";"Atlántico";"Barranquilla";"Ropa de mujer";300000.0;221;1709435.0;343881.69;"Outlet"
923;"Nike Store";1128299;"2024-11-20";"Andina";"Cundinamarca";"Facatativá";"Calzado deportivo para hombre";385700.0;221;2197845.0;517560.14;"Outlet"
924;"Nike Store";1128299;"2025-04-22";"Andina";"Cundinamarca";"Facatativá";"Calzado deportivo para hombre";291400.0;221;1660594.0;338637.91;"Outlet"
925;"Plaza Sport";1128299;"2024-12-19";"Pacífica";"Chocó";"Quibdó";"Calzado urbano para mujer";565700.0;221;3223506.0;525989.22;"Outlet"
926;"Plaza Sport";1128299;"2024-12-12";"Caribe";"Bolívar";"Cartagena";"Ropa de hombre";625700.0;221;3565393.0;585037.56;"Outlet"
927;"Éxito";1197831;"2025-02-15";"Pacífica";"Nariño";"Pasto";"Calzado urbano para hombre";300000.0;221;1709435.0;309271.01;"Outlet"
928;"Nike Store";1197831;"2025-04-11";"Andina";"Quindío";"Armenia";"Calzado urbano para mujer";214300.0;220;1210000.0;184327.33;"Online"
929;"Plaza Sport";1185732;"2025-04-04";"Orinoquía";"Casanare";"Yopal";"Calzado urbano para mujer";300000.0;220;1694000.0;303095.76;"In-store"
930;"Plaza Sport";1128299;"2024-06-09";"Pacífica";"Valle del Cauca";"Cali";"Ropa de mujer";617100.0;219;3453192.0;613306.58;"Online"
931;"Plaza Sport";1128299;"2024-06-29";"Pacífica";"Valle del Cauca";"Cali";"Calzado deportivo para hombre";505700.0;219;2829699.0;569502.81;"Online"
932;"Nike Store";1185732;"2023-10-21";"Caribe";"La Guajira";"Riohacha";"Ropa de mujer";548600.0;219;3069504.0;655273.56;"Online"
933;"Nike Store";1185732;"2025-05-03";"Caribe";"Sucre";"Sincelejo";"Calzado deportivo para hombre";497100.0;219;2781738.0;566405.77;"Online"
934;"Plaza Sport";1128299;"2024-04-02";"Caribe";"Atlántico";"Soledad";"Calzado deportivo para mujer";300000.0;219;1678635.0;382129.5;"Outlet"
935;"Falabella";1189833;"2024-10-25";"Andina";"Antioquia";"Bello";"Ropa de hombre";368600.0;219;2062323.0;324542.85;"Outlet"
936;"Decathlon";1197831;"2025-03-03";"Andina";"Antioquia";"Medellín";"Calzado deportivo para hombre";248600.0;219;1390869.0;241884.76;"Outlet"
937;"Decathlon";1197831;"2024-08-13";"Andina";"Tolima";"Espinal";"Calzado deportivo para hombre";197100.0;219;1103103.0;272954.68;"Outlet"
938;"Decathlon";1197831;"2024-09-28";"Andina";"Tolima";"Espinal";"Ropa de mujer";257100.0;219;1438830.0;338824.0;"Outlet"
939;"Plaza Sport";1128299;"2025-04-15";"Caribe";"Bolívar";"Cartagena";"Calzado urbano para hombre";240000.0;219;1342908.0;235144.6;"Outlet"
